gdenergy_max,gdenergy_min,gdpuls_max,gdpuls_min,size_rules,n_inliers_included,n_outliers_included,n_inliers,n_inliers_p0,n_inliers_p1,score,n_intersects,precision_vs_model,rules_agreement
17.763324230017265,-inf,12.090643836181108,-54.414580025254104,2.0,300.0,-inf,614.0,614.0,300.0,0,0,0.18,1.0
