rule,type,coef,support,importance
gdpuls > -81.5 & gdenergy > -80.0 & gdpuls > -91.0 & gdenergy <= 20.5 & gdpuls <= -67.5,rule,0.0,0.05859375,0.0
gdpuls <= 99.5 & gdenergy > -93.5 & gdenergy <= 112.5 & gdpuls > 87.5 & gdpuls <= 91.0 & gdenergy > 30.0,rule,0.7019139142545796,0.00390625,0.04378385295156387
gdpuls <= -85.5 & gdenergy > -87.5,rule,-0.3774188317942709,0.0078125,0.033228861140973974
gdpuls > -81.5 & gdenergy <= 54.5 & gdpuls > 92.0,rule,0.0,0.00390625,0.0
gdenergy > 54.5,rule,-0.0616682301224499,0.12890625,0.020664786396213313
gdenergy > 64.5 & gdpuls > -10.0,rule,0.0,0.06640625,0.0
gdenergy > 64.5 & gdpuls > -10.5,rule,0.0,0.08984375,0.0
gdpuls <= 89.5 & gdenergy <= 100.0 & gdpuls <= 99.0 & gdenergy > 14.5 & gdenergy > -93.0 & gdpuls > -85.5,rule,-0.09576350787586056,0.2109375,0.03906903150453998
gdpuls > -67.5 & gdpuls <= 79.5,rule,0.05213547559936392,0.8046875,0.0206686440840803
gdenergy > -69.0 & gdpuls <= -81.5,rule,0.6042273538543701,0.01171875,0.06502514134230905
gdpuls > 10.0 & gdenergy > 95.5,rule,-0.14436795543208392,0.0234375,0.021841198715409203
gdenergy <= 100.5 & gdpuls <= -85.5 & gdenergy > -59.5,rule,0.0,0.00390625,0.0
gdpuls <= 89.5 & gdpuls > -89.0 & gdenergy > 111.5,rule,0.0,0.015625,0.0
gdpuls > 66.5 & gdenergy <= 47.0,rule,0.2489282419257705,0.01953125,0.034447369971674066
gdenergy > -78.0 & gdpuls <= -77.5 & gdpuls > -91.5 & gdenergy <= 0.5,rule,0.49811198617684166,0.01953125,0.06893009705293186
gdpuls > 93.0 & gdenergy <= 71.0 & gdenergy > -87.5,rule,0.0,0.0078125,0.0
gdpuls <= -93.5 & gdpuls <= 101.0,rule,-0.028381201776532968,0.00390625,0.0017703572189362326
gdenergy <= 50.5 & gdpuls > 81.5,rule,0.0,0.01953125,0.0
gdpuls <= -92.5,rule,0.0,0.00390625,0.0
gdenergy <= 105.5 & gdpuls > 96.0 & gdpuls > 101.0 & gdenergy > -87.5,rule,-0.1195399895071764,0.015625,0.014825300810777783
gdenergy <= 54.5 & gdpuls <= 93.0 & gdpuls > 86.5 & gdenergy <= 23.0,rule,0.0,0.00390625,0.0
gdpuls > 93.0 & gdpuls > -83.0,rule,0.0,0.01953125,0.0
gdpuls <= -67.5 & gdenergy > 12.5 & gdpuls <= 79.5,rule,-0.815422069969269,0.01171875,0.08775328527441914
gdpuls > 85.0 & gdenergy > -84.5,rule,0.0,0.078125,0.0
gdpuls > -91.0 & gdenergy > 17.5,rule,0.0,0.22265625,0.0
gdpuls > -89.5 & gdpuls > 87.5 & gdenergy > 35.0,rule,0.19391856193598894,0.02734375,0.031624823480086654
gdenergy <= 109.5 & gdpuls <= -81.5,rule,-0.36874258540640775,0.03515625,0.0679130229760954
gdpuls <= 79.5 & gdenergy <= 71.0,rule,0.0,0.875,0.0
gdenergy > 71.0 & gdpuls <= -27.5 & gdenergy > -87.5,rule,-0.32152299253713457,0.01171875,0.03460134318839253
gdpuls <= 91.5 & gdpuls > -91.5 & gdpuls <= 101.0 & gdpuls > 89.5,rule,0.0,0.01171875,0.0
gdenergy <= -76.5 & gdpuls <= 0.0,rule,0.0,0.05859375,0.0
gdpuls > 66.5 & gdenergy <= 29.5 & gdpuls > -85.5,rule,0.0,0.015625,0.0
gdpuls <= 99.5,rule,0.0,0.95703125,0.0
gdpuls <= 99.0,rule,-0.006849778929112856,0.95703125,0.0013890439098327562
gdpuls > -83.0 & gdpuls <= -81.5 & gdenergy > -87.5,rule,0.0,0.00390625,0.0
gdenergy <= -76.5 & gdpuls > 15.5,rule,0.0,0.00390625,0.0
gdpuls > -90.5 & gdenergy <= 58.0,rule,-0.0029061094780443884,0.8828125,0.000934731444140827
gdenergy > -83.0 & gdpuls <= 87.5,rule,0.0,0.90234375,0.0
gdpuls > 117.0,rule,0.0,0.03515625,0.0
gdpuls > 66.5 & gdenergy <= 32.5,rule,-0.232238252143723,0.0234375,0.035134956363474926
gdpuls > 114.0 & gdpuls > -81.5 & gdenergy <= 106.0,rule,0.0,0.00390625,0.0
gdpuls <= -84.5 & gdenergy > -72.5 & gdenergy <= 88.0 & gdpuls <= -81.5,rule,0.0,0.01171875,0.0
gdpuls <= -66.5 & gdenergy > 13.5,rule,-0.7360904380524318,0.01171875,0.0792158522280634
gdenergy > -86.0 & gdpuls > -81.5 & gdpuls > -88.5 & gdenergy <= 99.5 & gdpuls <= 94.5,rule,0.020546179072976605,0.890625,0.006412650086667796
gdenergy <= 89.0 & gdpuls > -81.5 & gdenergy <= -87.5,rule,-0.15306629909001407,0.01171875,0.016472537480438545
gdenergy > -86.5 & gdenergy > 95.5 & gdenergy > 54.5 & gdpuls > -53.0,rule,-0.8146066107678309,0.05859375,0.19132076806347312
gdpuls > -86.5 & gdenergy > -67.5,rule,0.031837509114310145,0.81640625,0.0123259723454087
gdenergy > -80.5 & gdpuls > -91.0,rule,0.7052036508609576,0.94921875,0.15482796286253636
gdpuls > 88.5 & gdpuls <= 117.0 & gdenergy <= 111.5 & gdenergy > -87.5,rule,0.31697369557896843,0.015625,0.0393109486242677
gdpuls <= -91.0 & gdenergy > -87.5,rule,0.0,0.00390625,0.0
gdpuls > 10.0 & gdenergy > 92.5,rule,0.0,0.04296875,0.0
gdenergy <= 105.5 & gdenergy <= -87.5,rule,0.0,0.0234375,0.0
gdenergy <= 105.5 & gdpuls <= 92.5 & gdpuls > 89.5,rule,0.5819024643195225,0.00390625,0.03629780150031039
gdenergy > -86.0 & gdpuls > -81.5 & gdenergy <= 92.0,rule,0.0,0.9140625,0.0
gdpuls > 6.0 & gdenergy <= 107.0 & gdenergy > 54.5,rule,0.5433611353357888,0.0703125,0.13892273905452504
gdenergy <= -69.5 & gdenergy <= -85.0 & gdenergy <= 0.5 & gdpuls <= -81.0,rule,0.0,0.03125,0.0
gdenergy > 53.5 & gdpuls <= -27.5 & gdpuls > -47.0,rule,-0.08716525018488827,0.01171875,0.009380463623922869
gdpuls > -81.0 & gdenergy > -87.5,rule,0.0,0.92578125,0.0
gdpuls > -81.5 & gdenergy <= 92.0 & gdenergy <= -86.0,rule,0.0,0.01171875,0.0
gdpuls > -81.0 & gdenergy > -87.0,rule,0.007356108719476913,0.95703125,0.001491720845679966
gdpuls > -81.5 & gdenergy > -87.5,rule,0.010599404071083614,0.93359375,0.0026391549819940264
gdenergy > -80.5 & gdenergy <= 110.5 & gdpuls > 101.0,rule,-0.050082891290306505,0.00390625,0.0031240610894181773
gdenergy <= -87.0 & gdpuls > -81.0 & gdpuls <= 85.0,rule,-1.354084640883477,0.00390625,0.08446483478444096
gdpuls <= 91.5 & gdenergy > 147.5,rule,-0.126060513682038,0.01171875,0.013566255594966421
gdenergy > 74.0 & gdenergy > 72.5 & gdenergy > -87.5,rule,-0.3838977733175542,0.07421875,0.1006297980914662
gdenergy > 91.5 & gdpuls > 9.5,rule,0.0,0.04296875,0.0
gdpuls <= 93.0 & gdenergy > 99.5,rule,-0.21884774115954342,0.01953125,0.030284748122055092
gdpuls > -81.5 & gdenergy > 53.0,rule,0.0,0.12890625,0.0
gdenergy <= -69.5 & gdenergy > -85.0 & gdenergy <= 0.5 & gdpuls <= -81.0,rule,-0.248651036898774,0.015625,0.030837600322148495
gdpuls <= 114.0 & gdpuls > -81.5 & gdenergy > -86.5 & gdenergy <= 106.0,rule,0.023881324990734948,0.89453125,0.007335303316326225
gdpuls > -91.0 & gdpuls > -93.5,rule,0.0,0.9921875,0.0
gdenergy <= 105.0 & gdenergy > -69.5 & gdpuls <= -81.5,rule,0.0,0.0078125,0.0
gdenergy <= -84.0 & gdpuls <= 101.0 & gdpuls > -93.5,rule,0.0,0.02734375,0.0
gdenergy > -86.5 & gdenergy <= 100.0 & gdenergy <= -69.0 & gdpuls <= -81.5,rule,-0.3346593799627231,0.01171875,0.036015041928820796
gdenergy <= 107.0 & gdpuls <= -89.0,rule,0.0,0.01171875,0.0
gdenergy > -60.5 & gdenergy > 4.0 & gdpuls <= -81.5 & gdenergy <= 106.0,rule,-2.9798086140566955,0.00390625,0.18587393629347826
gdpuls > -81.0 & gdenergy > -91.0 & gdpuls <= 90.5,rule,0.0,0.9140625,0.0
gdpuls <= 95.5 & gdenergy > -90.5 & gdenergy <= 95.5,rule,0.0018930655983287745,0.94921875,0.0004156238978578147
gdpuls > -81.5 & gdpuls > 64.0 & gdenergy > -91.0 & gdenergy <= 88.0,rule,0.29964066420833413,0.0546875,0.06812907407775087
gdenergy > 71.0 & gdpuls > -27.5 & gdenergy > -87.5,rule,0.0,0.0625,0.0
gdpuls > 99.5 & gdenergy > -93.5,rule,0.0,0.03125,0.0
gdenergy > 117.5,rule,-0.705040740201403,0.03515625,0.12985060549925062
gdenergy <= -60.5 & gdpuls <= -81.5 & gdenergy <= 95.5,rule,0.0,0.03515625,0.0
gdpuls <= 89.5 & gdenergy <= 95.0,rule,0.0,0.9375,0.0
gdpuls <= 78.5 & gdenergy > -83.5,rule,-0.026567279757756253,0.88671875,0.008420134934260763
gdpuls > -89.0 & gdenergy > 40.0 & gdenergy <= 54.5 & gdpuls > 79.5,rule,0.0,0.00390625,0.0
gdpuls > -80.0 & gdenergy <= -86.5,rule,0.0,0.01171875,0.0
gdenergy > 58.0 & gdenergy <= 84.0 & gdpuls > -90.5 & gdpuls <= 10.0,rule,0.44083556360953674,0.0078125,0.03881222264279886
gdpuls <= -10.5 & gdenergy > 54.5 & gdenergy <= 85.0 & gdenergy > -87.5,rule,0.0,0.015625,0.0
gdpuls > -81.5 & gdpuls <= -76.0 & gdpuls <= 114.0 & gdenergy <= 106.0 & gdenergy <= -86.5,rule,-6.991227562089063,0.0078125,0.6155244791606975
gdenergy > -86.5 & gdpuls > 95.5 & gdenergy <= 99.5,rule,-0.06915564373942032,0.0078125,0.006088629102070011
gdpuls > -83.0,rule,-0.0053609575574087125,0.96484375,0.000987352283623283
gdpuls > 66.5 & gdenergy <= 54.5 & gdenergy <= 13.5,rule,0.0,0.0078125,0.0
gdpuls > -81.5 & gdpuls > 32.5 & gdenergy > -37.0,rule,0.012531081694793146,0.1328125,0.00425269798848088
gdenergy <= 59.5 & gdpuls <= 14.5,rule,0.0,0.76953125,0.0
gdenergy <= -85.5 & gdpuls <= 90.5,rule,0.07236352567173862,0.03125,0.012590720606370053
gdpuls <= -81.5 & gdenergy <= -22.0,rule,-0.12067220338280785,0.02734375,0.0196795865895196
gdpuls > 88.5 & gdpuls > -77.0,rule,0.0,0.0625,0.0
gdenergy <= 88.5 & gdpuls <= -81.5,rule,0.0,0.0234375,0.0
gdenergy > 74.0 & gdenergy <= 94.5 & gdpuls > -86.0 & gdenergy > 70.0 & gdpuls <= 101.0,rule,0.0,0.046875,0.0
gdenergy <= 88.0 & gdpuls <= -81.0,rule,0.0,0.046875,0.0
gdenergy > -86.0 & gdenergy > 87.5 & gdpuls > 9.5,rule,0.0,0.05859375,0.0
gdpuls <= 89.5 & gdenergy > -86.5,rule,0.0,0.921875,0.0
gdenergy > -86.5 & gdpuls <= 99.5 & gdenergy > 54.5 & gdpuls > -53.0 & gdenergy <= 95.5,rule,0.3315868765578469,0.06640625,0.08256210928111304
gdpuls > -90.5,rule,0.0004570634424180919,0.98828125,4.918780117459226e-05
gdpuls > -90.0,rule,0.010764602857564844,0.98828125,0.001158454376224224
gdpuls > -27.5 & gdenergy > 53.5 & gdpuls > -47.0,rule,0.24771798465073222,0.12109375,0.08081457228342312
gdenergy > -86.5 & gdenergy <= 100.0 & gdpuls <= -82.5,rule,-0.1302680966619947,0.015625,0.01615579629062631
gdenergy > -70.5 & gdpuls <= -81.5 & gdenergy <= 111.5,rule,0.5447587993762406,0.015625,0.0675607644217341
gdpuls > -76.0 & gdenergy <= -86.5 & gdpuls <= 66.5,rule,0.5717943249867862,0.00390625,0.03566727790308486
gdpuls > 5.5 & gdenergy > 54.5 & gdenergy > -87.5,rule,0.0,0.109375,0.0
gdenergy > 88.0 & gdpuls <= 13.0 & gdenergy > -84.5,rule,-0.9055567863337061,0.0078125,0.0797273961272595
gdenergy <= 113.5 & gdpuls > -91.5 & gdpuls > 101.0,rule,-0.21205544461601677,0.0078125,0.018669871055014168
gdpuls <= 89.5 & gdenergy <= -86.5,rule,0.0,0.0234375,0.0
gdpuls > 90.5 & gdpuls > -81.5,rule,0.0,0.05078125,0.0
gdpuls > 83.5 & gdenergy > 44.5,rule,0.15968718048666405,0.04296875,0.03238243275131403
gdenergy > 88.0 & gdpuls <= 14.5,rule,-0.503827067577688,0.0078125,0.04435814606285695
gdenergy > -70.5 & gdpuls <= 54.0 & gdpuls <= -83.0,rule,0.28405167240149026,0.01171875,0.030568791744701285
gdpuls <= 99.5 & gdenergy > 54.5 & gdpuls > 4.0,rule,0.0,0.078125,0.0
gdpuls <= -81.5 & gdenergy <= 111.5 & gdenergy <= -70.5,rule,-0.8381426134744573,0.0390625,0.16238485063838928
gdpuls <= -84.5 & gdenergy <= 88.0 & gdpuls <= -81.5 & gdenergy <= -72.5,rule,0.0,0.0078125,0.0
gdenergy <= 89.5 & gdenergy > -70.5 & gdpuls <= -81.5,rule,1.3854694928153823,0.015625,0.17182536220576367
gdpuls > -81.5 & gdpuls > 83.5,rule,-0.03328596648752259,0.06640625,0.00828790219684969
gdpuls > -81.5 & gdpuls <= 101.0 & gdenergy <= 95.5,rule,0.004876969351282719,0.890625,0.0015221466639659968
gdpuls > 66.5 & gdpuls > 101.0 & gdenergy > 30.5,rule,-0.2238398400096969,0.02734375,0.036504475680126956
gdpuls <= 89.5 & gdpuls <= -87.0,rule,0.0,0.01171875,0.0
gdpuls <= 54.0 & gdpuls <= -83.0 & gdenergy <= -70.5,rule,-1.1428917624685688,0.0234375,0.1729062797874379
gdpuls > -81.5 & gdpuls <= 83.5,rule,0.002187330745737355,0.87109375,0.0007329661082988889
gdenergy > 39.5 & gdenergy <= 63.0 & gdenergy <= 95.0 & gdpuls > 89.5,rule,0.0,0.0078125,0.0
gdenergy <= 89.5 & gdpuls <= -81.5 & gdenergy <= -70.5,rule,-0.9176778213823348,0.03125,0.15966918345162678
gdenergy > -88.5 & gdenergy <= 112.5,rule,0.0,0.94921875,0.0
gdenergy > 58.0 & gdpuls > 10.0 & gdpuls > -90.5 & gdenergy <= 105.0,rule,0.686727345299867,0.04296875,0.1392591566203932
gdenergy <= 35.0 & gdpuls > 81.5,rule,0.0,0.015625,0.0
gdenergy <= 42.5 & gdpuls > -91.0 & gdenergy > -87.5,rule,0.0,0.8046875,0.0
gdpuls > -81.0 & gdpuls <= 117.0,rule,-0.009934262177212383,0.92578125,0.0026040338510993385
gdenergy <= -76.5,rule,0.09069783626968592,0.0625,0.021954450588096287
gdenergy <= -76.0,rule,0.07322671774208014,0.06640625,0.018232785130940277
gdenergy <= -67.5 & gdenergy > -92.5 & gdpuls > -7.5,rule,-5.589174247070115,0.00390625,0.3486404506089174
gdpuls <= -47.0 & gdenergy > 53.5,rule,-0.22976431818465096,0.015625,0.028495277159667282
gdenergy <= 89.5 & gdpuls > 87.5 & gdenergy > 45.0,rule,0.0,0.01171875,0.0
gdpuls <= 81.5 & gdpuls > -81.5,rule,0.00943708218262115,0.90625,0.002750726333514319
gdpuls <= -77.5 & gdpuls > -85.5 & gdenergy > -84.5 & gdpuls <= 66.5,rule,0.15320578297396836,0.03125,0.02665667808193536
gdenergy > -86.5 & gdpuls <= 58.5,rule,-0.02279650474757157,0.83203125,0.008522211900526237
gdpuls > 66.5 & gdenergy <= 64.5 & gdenergy <= 26.5,rule,0.0,0.0078125,0.0
gdenergy > -22.0 & gdpuls <= -81.5,rule,0.0,0.00390625,0.0
gdpuls <= 93.0 & gdenergy <= 95.5,rule,0.0,0.921875,0.0
gdpuls <= -76.0 & gdpuls > -80.5 & gdenergy <= -86.5 & gdpuls <= 66.5,rule,-2.242712504583586,0.0078125,0.19745379964123236
gdpuls <= -79.0 & gdenergy <= -85.5,rule,0.0,0.0234375,0.0
gdenergy <= 94.5 & gdpuls > -91.5 & gdpuls > -77.5,rule,-0.03848286841035725,0.8515625,0.013681934769132533
gdenergy > 58.0 & gdpuls <= -27.5 & gdpuls <= 87.5,rule,0.0,0.01953125,0.0
gdpuls > -75.5,rule,0.8249875854165438,0.93359375,0.2054143875951607
gdenergy > -84.5,rule,-0.0017374911641562692,0.96484375,0.00032000176280712534
gdenergy <= -86.5 & gdpuls <= 58.5,rule,0.0,0.02734375,0.0
gdenergy > -84.0,rule,0.0,0.953125,0.0
gdenergy > 87.5 & gdpuls <= 4.0,rule,-0.2957821124358891,0.01171875,0.03183118663029944
gdpuls > -27.5 & gdenergy > 69.5 & gdenergy > 107.0,rule,0.0,0.03515625,0.0
gdenergy > -86.0 & gdenergy <= 56.5,rule,0.0,0.85546875,0.0
gdenergy > 88.5 & gdpuls > -91.5,rule,-0.005929238082910859,0.0625,0.0014352400219257843
gdpuls <= 91.0 & gdpuls > -83.5 & gdenergy <= 72.5,rule,0.04338639231557212,0.86328125,0.01490540334549201
gdpuls > -81.5 & gdenergy > 45.5 & gdpuls > 89.5,rule,0.0,0.03125,0.0
gdpuls > -45.0 & gdpuls <= 66.5 & gdenergy <= 99.5 & gdpuls > -85.5 & gdenergy > 52.0 & gdpuls > -29.0,rule,0.0,0.04296875,0.0
gdpuls <= 99.5 & gdenergy > 112.5 & gdenergy > -93.5,rule,-0.7624748342607233,0.02734375,0.1243466937913002
gdpuls <= 89.5 & gdenergy <= 94.5 & gdpuls > -75.5,rule,0.0,0.83203125,0.0
gdenergy > -69.0 & gdenergy <= 0.5 & gdpuls <= -81.5,rule,0.2120227251337004,0.01171875,0.02281725178718619
gdenergy <= 100.0 & gdenergy > -83.5 & gdpuls <= 96.0,rule,0.0013313208172587773,0.92578125,0.0003489745300629764
gdenergy <= 100.0 & gdpuls <= -91.5,rule,0.0,0.00390625,0.0
gdenergy > -69.5 & gdenergy <= 0.5 & gdpuls <= -81.0,rule,0.3768004974049257,0.0078125,0.033174421495065054
gdenergy <= 65.5,rule,0.0,0.8828125,0.0
gdpuls > -27.5 & gdenergy > 72.5 & gdenergy > 101.5 & gdenergy <= 111.5 & gdenergy > 100.5,rule,1.4595164997600105,0.00390625,0.09104144327119894
gdpuls <= 78.5 & gdpuls > -83.0 & gdenergy > -87.5,rule,0.0,0.8984375,0.0
gdpuls > 58.5 & gdenergy <= 46.0,rule,-0.10701052013418971,0.015625,0.01327140112231576
gdpuls <= 101.0 & gdpuls > -93.5,rule,0.006295184239942523,0.953125,0.001330619905215722
gdpuls > -90.5 & gdenergy > -76.5,rule,0.10158307908100693,0.8984375,0.030685414862401086
gdpuls > -89.5 & gdenergy > 14.5 & gdpuls > -66.5 & gdpuls > -31.5,rule,0.13232425406771867,0.23828125,0.05637437140373169
gdpuls > 16.0 & gdenergy > 89.5,rule,0.00716609491300646,0.078125,0.0019231519074349817
gdenergy <= 99.5 & gdpuls > -85.5 & gdenergy > -85.5 & gdpuls <= 95.5,rule,0.026115467161295328,0.91796875,0.007166406057982503
gdenergy <= 100.5 & gdpuls > -81.5,rule,0.0,0.9296875,0.0
gdpuls > -81.5 & gdenergy > 111.5,rule,-0.4262137782084666,0.03125,0.07415805891425747
gdpuls > -83.0 & gdpuls <= 93.0 & gdenergy > 91.0,rule,-0.15653926544246255,0.0390625,0.03032849640294793
gdpuls > -81.5 & gdenergy <= 32.5 & gdpuls > 89.5,rule,-2.1788727232128133,0.0078125,0.1918331918396697
gdpuls > -81.0 & gdenergy <= 100.5,rule,0.0,0.8984375,0.0
gdpuls > 64.0 & gdenergy > 11.0 & gdpuls > 108.0 & gdenergy > 49.0,rule,0.0,0.02734375,0.0
gdpuls > -67.5 & gdpuls > 101.0,rule,0.0,0.0546875,0.0
gdenergy <= 91.0 & gdpuls > -83.0 & gdpuls <= 93.0,rule,0.0,0.91796875,0.0
gdpuls > -86.0 & gdenergy <= 70.0 & gdenergy <= 94.5 & gdpuls <= 101.0,rule,0.03814286085489361,0.8671875,0.012944618156939546
gdpuls > -81.5 & gdenergy <= 52.5,rule,0.00053833474592728,0.83203125,0.00020125027187323338
gdpuls > 96.0 & gdpuls > -85.5 & gdpuls > 100.5,rule,0.0,0.0390625,0.0
gdenergy <= 94.0 & gdpuls <= 96.0,rule,0.0,0.93359375,0.0
gdenergy <= 74.0 & gdenergy > 72.5 & gdenergy > -87.5,rule,-1.7100486149286045,0.0078125,0.15055679044852588
gdpuls > -91.0 & gdpuls <= -67.5 & gdenergy > 36.5,rule,-2.643271306270524,0.00390625,0.1648814759680933
gdenergy <= 101.5 & gdpuls > 99.0 & gdenergy > -93.0 & gdpuls > -85.5,rule,-0.9845310835168399,0.015625,0.12210114398430569
gdpuls <= -81.5,rule,0.0,0.046875,0.0
gdpuls <= -81.0,rule,0.029316257763976283,0.03125,0.00510081297593144
gdenergy > -86.5 & gdenergy > 100.0,rule,0.0,0.03515625,0.0
gdenergy > -76.5 & gdenergy > -85.5 & gdenergy <= 95.0,rule,0.0,0.8671875,0.0
gdpuls <= -93.5,rule,-0.13297299529419118,0.00390625,0.008294564268145045
gdenergy > -86.5 & gdenergy > 100.5,rule,0.0,0.03125,0.0
gdpuls <= 29.0 & gdenergy <= -86.0,rule,0.0,0.03125,0.0
gdenergy > 64.5 & gdpuls > 5.5,rule,0.0,0.08984375,0.0
gdenergy <= -76.5 & gdpuls > 0.0,rule,0.0,0.00390625,0.0
gdenergy <= 101.5 & gdenergy > -93.5 & gdpuls > 89.5,rule,0.0,0.01171875,0.0
gdpuls > -90.0 & gdpuls <= 96.0 & gdenergy > -76.5 & gdpuls <= -81.0,rule,0.0,0.01171875,0.0
gdpuls > 66.5 & gdenergy > 32.5,rule,0.0,0.08203125,0.0
gdenergy > -83.5 & gdenergy > 100.0,rule,-0.18731541942656946,0.03125,0.032591503652869114
gdenergy > -86.0 & gdpuls > -85.5 & gdenergy <= 106.0,rule,0.0,0.921875,0.0
gdenergy > -83.5 & gdenergy > 100.5,rule,0.0,0.04296875,0.0
gdenergy <= -91.0 & gdpuls <= 99.5 & gdenergy <= 94.5 & gdpuls > -82.5,rule,0.0,0.00390625,0.0
gdenergy > 35.0 & gdpuls > 83.5,rule,-0.3304324891597048,0.0546875,0.07513018832452246
gdenergy <= -87.5 & gdenergy > -88.5,rule,0.0,0.0078125,0.0
gdenergy > 58.0 & gdpuls > -27.5 & gdpuls <= 87.5,rule,0.0,0.09375,0.0
gdpuls > -85.5 & gdenergy <= -86.0 & gdenergy <= 106.0,rule,0.0,0.01953125,0.0
gdenergy <= -87.0 & gdpuls <= -4.5 & gdpuls > -80.5 & gdenergy <= -67.5,rule,-0.6984284690901525,0.0078125,0.061491321209298504
gdenergy <= -67.5 & gdpuls <= -6.5,rule,0.02612798764245864,0.16796875,0.009767648579858871
gdenergy <= 94.5 & gdpuls > 101.0,rule,-1.2869724623117074,0.015625,0.15960980059993238
gdenergy <= 72.5 & gdpuls <= -81.5,rule,-0.06113211017502177,0.03515625,0.011258982735389
gdpuls <= 81.5 & gdpuls > -83.5 & gdenergy <= 114.0,rule,0.0044698571494993546,0.91015625,0.0012781904167854061
gdpuls <= 99.0 & gdenergy > -93.0 & gdpuls > -85.5 & gdenergy > 116.0 & gdenergy > 101.5 & gdenergy > 100.0,rule,-0.6180750161124116,0.015625,0.07665341176011005
gdenergy <= 100.0 & gdpuls > 96.0 & gdenergy > -83.5,rule,-1.0022110339999026,0.00390625,0.06251572970410056
gdpuls > 78.5 & gdenergy > -93.0 & gdenergy <= 31.5,rule,0.0,0.00390625,0.0
gdenergy > 23.0 & gdenergy <= 54.5 & gdpuls <= 93.0 & gdpuls > 86.5,rule,0.0,0.00390625,0.0
gdenergy <= -90.0 & gdenergy <= 96.0 & gdpuls <= 66.5,rule,0.0,0.01171875,0.0
gdenergy > -78.0 & gdpuls <= -77.5 & gdpuls > -90.0 & gdenergy <= 95.5,rule,0.005008853248581191,0.0234375,0.0007577814537246825
gdpuls > 117.0 & gdenergy <= 111.5 & gdenergy > -87.5,rule,0.0,0.01171875,0.0
gdenergy <= -76.5 & gdpuls <= 19.5 & gdpuls <= -75.5 & gdpuls > -80.0,rule,0.0,0.0078125,0.0
gdenergy <= 94.5 & gdenergy <= -64.0 & gdpuls <= -81.5,rule,-0.2628170444549048,0.02734375,0.04286099564407882
gdenergy <= 99.5,rule,0.0,0.9296875,0.0
gdpuls <= 99.5 & gdpuls <= 87.5 & gdenergy > -93.5 & gdenergy <= 112.5 & gdpuls <= 91.0 & gdpuls > -92.5,rule,0.03642709555420026,0.9140625,0.01020948531447648
gdpuls > -91.0 & gdpuls > 99.5,rule,0.0,0.03125,0.0
gdenergy <= 94.5 & gdpuls > -86.0 & gdenergy > 70.0 & gdenergy <= 74.0 & gdpuls <= 101.0,rule,0.0,0.0078125,0.0
gdpuls > 66.5 & gdenergy <= 5.0,rule,0.0,0.0078125,0.0
gdpuls <= 4.0 & gdenergy > -80.5 & gdenergy > 88.5,rule,0.0,0.0078125,0.0
gdenergy > -80.5 & gdenergy <= 88.5,rule,0.14022181713773746,0.890625,0.043764509431522165
gdpuls <= -27.5 & gdenergy > 54.5,rule,-0.7320857576215047,0.01953125,0.10130802655691162
gdenergy > -80.5 & gdenergy <= 88.0,rule,0.13194738990004576,0.85546875,0.046396343791344934
gdenergy <= 99.5 & gdenergy <= -91.0 & gdpuls > -77.5 & gdpuls <= 66.5,rule,0.0,0.00390625,0.0
gdenergy <= -84.5 & gdpuls > -80.5,rule,0.0,0.0078125,0.0
gdenergy > -86.0 & gdenergy <= 87.5,rule,-0.004759379174762672,0.8984375,0.0014376757013695462
gdenergy <= 88.5 & gdpuls > -85.5 & gdenergy > -85.5,rule,0.016796395635741503,0.90234375,0.004985998284883747
gdpuls > 96.0 & gdenergy <= 94.0,rule,-0.30615667269577357,0.015625,0.037969425852000735
gdenergy > 65.5,rule,0.23571368698621503,0.1171875,0.07581579314370837
gdpuls > -88.5 & gdenergy <= -37.0 & gdenergy > -84.5 & gdpuls > 13.5 & gdpuls <= 101.0 & gdenergy <= 88.0,rule,-1.9495830633270417,0.0078125,0.17164597904696371
gdpuls > 79.5 & gdenergy <= 71.0,rule,0.0,0.02734375,0.0
gdenergy <= 100.0 & gdpuls <= 79.5,rule,-0.000776103881479594,0.91796875,0.00021297247043323527
gdenergy > 72.5 & gdpuls > -27.5 & gdenergy <= 101.5 & gdenergy > 100.5,rule,-0.9038813036933656,0.00390625,0.05638213644561607
gdenergy <= 20.5 & gdenergy > -80.0 & gdpuls <= -91.0 & gdpuls <= -67.5,rule,-0.3303323395431663,0.00390625,0.020605407993747712
gdpuls > -81.5 & gdenergy <= 91.5 & gdpuls > 101.0 & gdenergy > -85.0,rule,-0.46322549747777425,0.00390625,0.02889499218222623
gdpuls <= -93.5 & gdenergy > -76.5,rule,-2.0252103539132014,0.00390625,0.1263281871622218
gdpuls <= 64.0,rule,-0.013747381687532659,0.91796875,0.003772450969322243
gdpuls <= 89.5 & gdpuls > -91.0 & gdpuls <= -84.5 & gdenergy > -83.0 & gdenergy <= 53.5,rule,0.4611826762403917,0.01171875,0.04963110080313179
gdpuls > -81.5 & gdenergy <= 94.5 & gdpuls > 117.0,rule,0.0,0.00390625,0.0
gdpuls > -81.5 & gdpuls > 63.0 & gdenergy > 92.0,rule,0.0,0.03125,0.0
gdenergy > 56.0 & gdpuls > -47.0,rule,0.0,0.140625,0.0
gdenergy <= 105.5 & gdpuls <= -81.5,rule,0.0,0.04296875,0.0
