gdenergy_max,gdenergy_min,gdpuls_max,gdpuls_min,size_rules,n_inliers_included,n_outliers_included,n_outliers,n_outliers_p1,n_outliers_p0,score,n_intersects,precision_vs_model,rules_agreement
-54.7303167497634,-inf,inf,11.790668220266483,2,0,1,68,1,68,0,0,0.88,1.0
